item_name,item_price,store,date,item_des,item_cat
<ปาร์ตี้โดนัท 8 ชิ้น 159.->,159,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,พอน เดอ ริง ไวท์ ช็อก 1 ชิ้น / พอน เดอ ริง ช็อก 1 ชิ้น / พอน เดอ ริง สตรอเบอร์รี่ 1 ชิ้น / พอน เดอ ริง บลูเบอร์รี่ 1 ชิ้น / ช็อกโกแลต ริง 1 ชิ้น / สตรอเบอร์รี่ ริง 1 ชิ้น/ฮันนี่ ดิป 1 ชิ้น / บาวาเรียน เชลล์ 1 ชิ้น,Snack Time
<ชุดคนโสด พอน เดอ ริง 4 ชิ้น 89.->,89,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,พอน เดอ ริง ไวท์ ช็อก 1 ชิ้น / พอน เดอ ริง ช็อก 1 ชิ้น / พอน เดอ ริง สตรอเบอร์รี่ 1 ชิ้น / พอน เดอ ริง บลูเบอร์รี่ 1 ชิ้น,Single Set
ฮันนี่ ดิป,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,โดนัทต้นตำรับ หอม..หวาน..เนื้อนุ่ม และครบรสด้วยน้ำตาลเกรซคุณภาพดี,Yeast Donut
ช็อกโกแลต ริง,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,โดนัทยีสต์ เนื้อนุ่มหอมหวาน อร่อย สดใส แต่งหน้าโดนเด่นด้วยท๊อปปิ้งช็อกโกแลต,Yeast Donut
สตรอเบอร์รี่ ริง,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,โดนัทยีสต์ เนื้อนุ่มหอมหวาน อร่อย สดใส แต่งหน้าโดนเด่นด้วยท๊อปปิ้งสตรอเบอร์รี่,Yeast Donut
ลาเต้ ริง,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,โดนัทยีสต์ เนื้อนุ่มหอมหวาน อร่อย สดใส แต่งหน้าโดนเด่นด้วยท๊อปปิ้งลาเต้,Yeast Donut
ทวิสต์,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,ทวิสต์ เคลือบเกลซ,Yeast Donut
ทริโอ,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,โดนัทยีสต์สอดไส้แยมรสสตรอเบอร์รี่ บาวาเรี่ยน บลูเบอร์รี่ พร้อมด้วยน้ำตาลไอซิ่ง,Yeast Donut
สตรอเบอร์รี่ เชลล์,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,โดนัทยีสต์ สอดไส้ความอร่อย ด้วยแยมรสสตรอเบอร์รี่ และน้ำตาลไอซิ่ง,Yeast Donut
บาวาเรียน เชลล์,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,โดนัทยีสต์ สอดไส้ความอร่อย ด้วยครีมบาวาเรี่ยน และน้ำตาลไอซิ่ง,Yeast Donut
บลูเบอร์รี่ เชลล์,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,โดนัทยีสต์ สอดไส้ความอร่อย ด้วยแยมรสบลูเบอร์รี่ และน้ำตาลไอซิ่ง,Yeast Donut
ช็อก โคโคนัท,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,โดนัท เนื้อเค้กช็อกโกแลต เคลือบความอร่อยด้วยน้ำตาลเกรซ คลุกเคล้าเนื้อมะพร้าว,Cake Donut
ช็อก พีนัท,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,โดนัท เนื้อเค้กช็อกโกแลต เคลือบน้ำตาลเกรซและคลุกเคล้าด้วยถั่วลิสงอบคุณภาพดี,Cake Donut
ดับเบิ้ล ช็อกโกแลต,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,โดนัท เนื้อเค้กช็อกโกแลต เคลือบด้วยช็อกโกแลตเข้มข้น,Cake Donut
พอน เดอ ริง เพลน,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,พอน เดอ ริง นุ่ม...หนึบ หอม อร่อย อย่างคลาสสิค เอกลักษณ์เฉพาะของมิสเตอร์ โดนัท,Pon De Ring
พอน เดอ ริง เกลซ,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,พอน เดอ ริง เคลือบความอร่อยหอมหวาน ด้วยน้ำตาลเกลซสีเหลืองทองคุณภาพดี,Pon De Ring
พอน เดอ ริง ช็อกโกแลต,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,พอน เดอ ริง อร่อยถูกใจเข้มเต็มรสกับช็อกโกแลตคุณภาพเยี่ยม,Pon De Ring
พอน เดอ ริง ไวท์ ช็อกโกแลต,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,พอน เดอ ริง เคลือบด้วยไวท์ช็อกโกแลต และแต่งแต้มเพิ่มเติมด้วยลายเส้นช็อกโกแลต,Pon De Ring
พอนเดอริง คริสปี้ บลูเบอร์รี่,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,พอน เดอ ริง กับความอร่อยที่ออกแบบ กรุบกรอบทุกคำกับคริสปี้รสบลูเบอร์รี่,Pon De Ring
พอน เดอ ริง คริสปี้ สตรอเบอร์รี่,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:53,พอน เดอ ริง กับความอร่อยที่ออกแบบ กรุบกรอบทุกคำกับคริสปี้รสสตรอเบอร์รี่,Pon De Ring
<โปรโมชัน> Twinings Set 296 Baht Option1 ทไวนิงส์ เซ็ต 296 บาท # 1,296,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,"ออริจินอลเกลซ 6 ชิ้น + ทไวนิงส์โดนัท 6 ชิ้น ขอสงวนสิทธิ์ บรรจุภัณฑ์เฉพาะ กล่องโหล ไม่สามารถแบ่งกล่องได้
เงื่อนไขเป็นไปตามที่บริษัทกำหนด",Today's Offer
<โปรโมชัน> Twinings Set 296 Baht Option2 ทไวนิงส์ เซ็ต 296 บาท # 2,296,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,"ออริจินอลเกลซ 6 ชิ้น + ทไวนิงส์โดนัท 3 ชิ้น + แอสซอร์ทเตท 3 ชิ้น 
ขอสงวนสิทธิ์ บรรจุภัณฑ์เฉพาะ กล่องโหล ไม่สามารถแบ่งกล่องได้
เงื่อนไขเป็นไปตามที่บริษัทกำหนด",Today's Offer
<โปรโมชัน> Twinings Set 12 pcs. ทไวนิงส์ เซ็ต 12 ชิ้น,315,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ทไวนิงส์โดนัท 12 ชิ้น ขอสงวนสิทธิ์ บรรจุภัณฑ์เฉพาะ กล่องโหล ไม่สามารถแบ่งกล่องได้ เงื่อนไขเป็นไปตามที่บริษัทกำหนด,Today's Offer
<โปรโมชัน> Pomegranate Orange Fizz 12 oz.ทับทิม ส้ม ขนาด 12 ออนซ์,110,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,- ซื้อเครื่องดื่ม ทับทิม ส้ม ขนาด 12 ออนซ์ ออนซ์ 1 แก้ว รับทันที ออริจินอลเกลซ 2 ชิ้น,Today's Offer
<โปรโมชัน> Iced Pear Americano 12 oz.ไอซ์ แพร์ อเมริกาโน่ ขนาด 12 ออนซ์,110,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,- ซื้อเครื่องดื่ม ไอซ์ แพร์ อเมริกาโน่ ขนาด 12 ออนซ์ 1 แก้ว รับทันที ออริจินอลเกลซ 2 ชิ้น,Today's Offer
<โปรโมชัน> ลด 25% Ovaltine Set 12 pcs. โอวัลติน เซ็ต 12 ชิ้น,315,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,โอวัลตินโดนัท 12 ชิ้น ขอสงวนสิทธิ์ บรรจุภัณฑ์เฉพาะ กล่องโหล ไม่สามารถแบ่งกล่องได้เงื่อนไขเป็นไปตามที่บริษัทกำหนด,Today's Offer
<โปรโมชัน> Twinings Set 296 Baht Option1 ทไวนิงส์ เซ็ต 296 บาท # 1,296,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,"ออริจินอลเกลซ 6 ชิ้น + ทไวนิงส์โดนัท 6 ชิ้น ขอสงวนสิทธิ์ บรรจุภัณฑ์เฉพาะ กล่องโหล ไม่สามารถแบ่งกล่องได้
เงื่อนไขเป็นไปตามที่บริษัทกำหนด",โปรโมชันพิเศษเฉพาะ Grabfood
